User: BMG_USER,Path: C:\Users\shared\BMG_USER_WORK_DIR\Data,Test run no.: 2794
Test name: dCas9_sg_plate384,Date: 04.05.2024,Time: 20:02:52

Fluorescence polarization (FP)

Cycle 10 (57 min 27 s)
1. Raw Data (parallel)

L,6840,7387,7851,7519,7250,7103,7036,6995,7149,25844,1236,,,,,,,,,,,,,
M,6817,8042,7870,7836,7701,7862,7704,7697,7692,25669,1229,,,,,,,,,,,,,
N,7845,8343,7853,7785,7452,8040,7219,7680,7437,26296,1291,,,,,,,,,,,,,
O,6745,8122,7731,7601,7527,7698,7598,7241,7243,25176,1255,,,,,,,,,,,,,
P,,,,,,,,,,,,,,,,,,,,,,,,

2. Raw Data (perpendicular)

,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,4051,3965,4311,3650,3599,3571,3394,3548,3542,22528,476,,,,,,,,,,,,,
B,4122,4009,3939,3951,3824,3611,3695,3591,3712,23637,480,,,,,,,,,,,,,
C,3820,3571,4161,4249,3811,3673,3550,3642,3687,23913,485,,,,,,,,,,,,,
D,5760,5652,5959,5533,5296,5251,5212,5039,4360,24728,467,,,,,,,,,,,,,
E,5919,5821,5523,5609,5340,5389,5209,5123,5106,24643,471,,,,,,,,,,,,,
F,5602,5993,5879,5764,5036,5335,5256,4998,4857,24292,487,,,,,,,,,,,,,
G,4637,4659,4731,4545,4871,4801,4669,4900,5028,24637,483,,,,,,,,,,,,,
H,4567,4570,4585,4584,4546,4713,4836,4728,4939,24210,493,,,,,,,,,,,,,
I,4168,4601,4271,4214,4014,4611,4368,4805,4834,24417,489,,,,,,,,,,,,,
J,5521,5360,5443,5488,5318,5222,5088,5176,5113,24405,473,,,,,,,,,,,,,
K,5462,5456,5555,5645,5373,5168,5218,5065,5205,24408,469,,,,,,,,,,,,,
L,5211,5362,5576,5438,5213,5149,5110,4953,5096,24145,474,,,,,,,,,,,,,
M,5213,5942,5850,5749,5598,5771,5592,5587,5581,24041,495,,,,,,,,,,,,,
N,5869,6077,5770,5700,5411,5757,5420,5488,5418,24467,457,,,,,,,,,,,,,
O,5044,5938,5658,5727,5397,5489,5311,5194,5311,23473,469,,,,,,,,,,,,,
P,,,,,,,,,,,,,,,,,,,,,,,,

1. Raw Data (parallel)

,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,5426,5333,5881,5048,5188,4911,4679,5009,4875,23873,1203,,,,,,,,,,,,,
B,5379,5452,5436,5340,5294,5152,5035,5013,5149,24991,1289,,,,,,,,,,,,,
C,5184,4969,5782,5676,5220,5110,5079,4999,5233,24930,1360,,,,,,,,,,,,,
D,7643,7643,8045,7476,7144,7216,7049,6882,6107,26396,1260,,,,,,,,,,,,,
E,7690,7663,7358,7780,7329,7458,7120,6914,6996,26387,1286,,,,,,,,,,,,,
F,7272,7926,7828,7583,6929,7251,6990,6814,6655,25481,1244,,,,,,,,,,,,,
G,7590,7665,7861,7106,7200,6748,6391,6584,6897,25875,1408,,,,,,,,,,,,,
H,7397,7430,7487,7488,6855,6861,6828,6523,6632,25404,1318,,,,,,,,,,,,,
I,6834,7623,6892,6715,6001,6723,6221,6741,6655,26023,1313,,,,,,,,,,,,,
J,7448,7459,7367,7554,7326,7261,6953,7028,7281,26138,1268,,,,,,,,,,,,,
K,7623,7605,7469,7835,7207,7040,7184,7118,7312,26202,1215,,,,,,,,,,,,,
L,7043,7370,7759,7596,7202,7182,7217,7085,7287,25902,1311,,,,,,,,,,,,,
M,6802,8162,7875,7761,7760,7874,7664,7579,7615,26013,1229,,,,,,,,,,,,,
N,8037,8097,7808,7820,7525,7828,7359,7737,7611,26921,1221,,,,,,,,,,,,,
O,6762,8178,7974,7840,7726,7661,7460,7101,7324,25277,1264,,,,,,,,,,,,,
P,,,,,,,,,,,,,,,,,,,,,,,,

2. Raw Data (perpendicular)

,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
A,4059,3941,4419,3777,3684,3586,3396,3573,3599,22846,477,,,,,,,,,,,,,
B,4100,4005,3909,3911,3861,3661,3665,3562,3753,23864,481,,,,,,,,,,,,,
C,3825,3652,4191,4256,3789,3637,3558,3694,3772,23824,501,,,,,,,,,,,,,
D,5746,5735,6028,5644,5400,5338,5146,5025,4467,24989,499,,,,,,,,,,,,,
E,5812,5832,5517,5747,5450,5438,5305,5201,5177,24781,475,,,,,,,,,,,,,
F,5575,5983,5889,5805,5143,5367,5285,5087,4837,24324,482,,,,,,,,,,,,,
G,4669,4655,4820,4587,4864,4788,4776,4857,4992,24528,475,,,,,,,,,,,,,
H,4627,4527,4544,4646,4596,4810,4821,4727,4880,24269,478,,,,,,,,,,,,,
I,4253,4541,4249,4246,4057,4577,4377,4922,4882,24398,482,,,,,,,,,,,,,
J,5571,5524,5443,5553,5289,5201,5202,5056,5102,24407,468,,,,,,,,,,,,,
K,5543,5539,5520,5628,5380,5128,5211,5146,5196,24585,494,,,,,,,,,,,,,
L,5176,5371,5721,5464,5154,5157,5082,5039,5171,24021,473,,,,,,,,,,,,,
M,5222,5994,5805,5761,5645,5706,5580,5560,5491,24042,502,,,,,,,,,,,,,
N,5957,6134,5852,5802,5437,5779,5376,5556,5466,24567,489,,,,,,,,,,,,,
O,5128,6041,5694,5868,5491,5579,5382,5102,5358,23706,494,,,,,,,,,,,,,
P,,,,,,,,,,,,,,,,,,,,,,,,

